timestamp,region,service_type,usage_units,provisioned_capacity_allocated,cost_usd,availability_pct,is_holiday
2022-01-13,centralindia,Compute,27551,32364,41326.5,99.91,0
2022-01-13,centralindia,Compute,23740,29805,35610.0,99.93,1
2022-01-13,westus,Storage,24421,31078,12210.5,99.93,1
2022-01-14,southeastasia,Storage,12687,16277,6343.5,99.74,0
2022-01-14,westus,Compute,29054,34303,43581.0,99.52,0
2022-01-14,southeastasia,Storage,10754,12461,5377.0,99.96,0
2022-01-14,eastus,Storage,5471,6771,2735.5,99.99,0
2022-01-14,centralindia,Compute,11024,14020,16536.0,99.6,0
2022-01-14,northeurope,Compute,22851,27300,34276.5,99.56,0
2022-01-14,westus,Compute,6732,7955,10098.0,99.75,0
2022-01-14,southeastasia,Compute,17817,22914,26725.5,99.95,0
2022-01-14,westus,Storage,13252,15902,6626.0,99.91,0
2022-01-14,southeastasia,Compute,24350,29147,36525.0,99.99,0
2022-01-15,westus,Compute,6335,8175,9502.5,99.78,0
2022-01-15,eastus,Compute,20878,24687,31317.0,99.65,0
2022-01-15,eastus,Compute,23656,29131,35484.0,99.69,0
2022-01-15,westus,Storage,10462,12489,5231.0,99.79,0
2022-01-15,northeurope,Compute,28356,34923,42534.0,99.76,0
2022-01-15,eastus,Compute,21083,24380,31624.5,99.99,0
2022-01-16,centralindia,Compute,20232,24575,30348.0,99.62,0
2022-01-16,southeastasia,Storage,25662,30197,12831.0,99.88,0
2022-01-16,southeastasia,Compute,5209,6419,7813.5,99.59,0
2022-01-16,westus,Compute,8554,10022,12831.0,99.63,0
2022-01-16,westus,Storage,22332,25908,11166.0,99.81,0
2022-01-16,southeastasia,Compute,27851,33960,41776.5,99.95,0
2022-01-16,northeurope,Storage,4899,5955,2449.5,99.77,0
2022-01-16,eastus,Compute,26517,34228,39775.5,99.67,0
2022-01-16,westus,Storage,22835,28101,11417.5,99.8,0
2022-01-16,eastus,Storage,6645,7672,3322.5,99.6,0
2022-01-16,westus,Storage,7844,9309,3922.0,99.95,0
2022-01-17,centralindia,Compute,23004,29697,34506.0,99.72,0
2022-01-17,northeurope,Compute,19650,23780,29475.0,99.96,0
2022-01-17,centralindia,Storage,13328,16968,6664.0,99.86,0
2022-01-17,northeurope,Storage,13699,17402,6849.5,99.56,1
2022-01-17,eastus,Compute,18268,21615,27402.0,99.77,0
2022-01-17,northeurope,Storage,9513,11267,4756.5,99.82,0
2022-01-17,westus,Storage,6903,8495,3451.5,99.64,0
2022-01-17,northeurope,Storage,27420,32265,13710.0,99.73,0
2022-01-17,eastus,Compute,12645,15200,18967.5,99.71,0
2022-01-17,westus,Compute,18827,23267,28240.5,99.79,0
2022-01-18,southeastasia,Compute,28677,34894,43015.5,99.63,0
2022-01-18,northeurope,Storage,4737,5569,2368.5,99.79,0
2022-01-18,centralindia,Storage,22396,26776,11198.0,99.56,0
2022-01-18,northeurope,Compute,13324,17016,19986.0,99.58,0
2022-01-18,northeurope,Compute,15411,19559,23116.5,99.62,1
2022-01-19,eastus,Storage,20027,24494,10013.5,99.61,0
2022-01-19,northeurope,Compute,9030,10591,13545.0,99.92,0
2022-01-19,westus,Compute,26762,31003,40143.0,99.62,0
2022-01-19,centralindia,Compute,27857,33705,41785.5,99.61,0
2022-01-19,eastus,Compute,12413,15388,18619.5,99.5,0
2022-01-19,eastus,Storage,27170,31297,13585.0,99.73,0
2022-01-19,northeurope,Compute,22445,27072,33667.5,99.52,1
2022-01-19,northeurope,Storage,24348,28715,12174.0,99.59,1
2022-01-19,eastus,Compute,27585,33899,41377.5,99.89,0
2022-01-19,eastus,Storage,21371,24648,10685.5,99.7,0
2022-01-19,northeurope,Storage,15170,19391,7585.0,99.93,0
2022-01-19,westus,Storage,17273,22202,8636.5,99.53,0
2022-01-19,southeastasia,Compute,27665,33509,41497.5,99.67,0
2022-01-19,eastus,Storage,23689,27705,11844.5,99.83,1
2022-01-19,northeurope,Compute,29225,34933,43837.5,99.65,0
2022-01-19,southeastasia,Compute,10829,12708,16243.5,99.93,0
2022-01-19,centralindia,Compute,21464,25293,32196.0,99.98,0
2022-01-20,eastus,Compute,26613,32956,39919.5,99.9,0
2022-01-20,southeastasia,Storage,12001,15599,6000.5,99.75,1
2022-01-20,centralindia,Storage,20970,26066,10485.0,99.94,0
2022-01-20,northeurope,Storage,21527,26596,10763.5,99.96,0
2022-01-20,northeurope,Storage,4132,4859,2066.0,99.5,0
2022-01-20,southeastasia,Compute,14890,17773,22335.0,99.7,0
2022-01-21,centralindia,Compute,28921,36749,43381.5,99.52,0
2022-01-21,westus,Compute,5104,5913,7656.0,99.69,0
2022-01-21,southeastasia,Compute,23602,30293,35403.0,99.88,1
2022-01-21,westus,Compute,7785,10103,11677.5,99.99,0
2022-01-21,westus,Compute,17115,19926,25672.5,99.65,0
2022-01-21,eastus,Compute,8595,11116,12892.5,99.51,0
2022-01-21,eastus,Storage,11825,14088,5912.5,99.58,0
2022-01-21,northeurope,Compute,13671,16428,20506.5,99.86,0
2022-01-21,southeastasia,Compute,16083,20023,24124.5,99.54,0
2022-01-21,southeastasia,Compute,25195,31625,37792.5,99.54,0
2022-01-21,northeurope,Compute,18108,22866,27162.0,99.8,0
2022-01-21,southeastasia,Storage,4872,6105,2436.0,99.91,0
2022-01-21,westus,Compute,26028,31380,39042.0,99.91,0
2022-01-22,eastus,Storage,12572,14869,6286.0,99.9,1
2022-01-22,centralindia,Compute,22381,28080,33571.5,99.55,0
2022-01-22,southeastasia,Storage,10645,12751,5322.5,99.59,0
2022-01-22,centralindia,Compute,8048,9420,12072.0,99.7,0
2022-01-22,northeurope,Storage,13475,16808,6737.5,99.97,0
2022-01-22,northeurope,Compute,23962,28565,35943.0,99.78,0
2022-01-22,centralindia,Storage,7508,9133,3754.0,99.77,0
2022-01-22,northeurope,Storage,17269,22042,8634.5,99.64,0
2022-01-22,southeastasia,Storage,26557,31756,13278.5,99.96,0
2022-01-23,northeurope,Storage,23123,29625,11561.5,99.71,1
2022-01-23,westus,Compute,26571,31226,39856.5,99.65,0
2022-01-23,centralindia,Compute,15484,20012,23226.0,99.56,0
2022-01-23,southeastasia,Storage,14304,16634,7152.0,99.66,0
2022-01-23,centralindia,Storage,18201,23062,9100.5,99.75,0
2022-01-23,northeurope,Storage,18678,22858,9339.0,99.71,0
2022-01-23,southeastasia,Storage,22116,26617,11058.0,99.81,1
2022-01-23,eastus,Storage,14138,17421,7069.0,99.89,0
2022-01-23,centralindia,Compute,28872,37297,43308.0,99.56,0
2022-01-24,centralindia,Compute,18018,22327,27027.0,99.77,0
2022-01-24,centralindia,Compute,17876,22623,26814.0,99.7,0
2022-01-24,southeastasia,Storage,22328,28095,11164.0,99.75,0
2022-01-24,centralindia,Compute,29151,37663,43726.5,99.77,0
2022-01-24,southeastasia,Storage,10572,12967,5286.0,99.99,0
2022-01-25,centralindia,Storage,24586,28873,12293.0,99.82,0
2022-01-25,centralindia,Storage,21281,26987,10640.5,99.58,0
2022-01-25,eastus,Storage,21144,26753,10572.0,99.67,1
2022-01-25,northeurope,Storage,4533,5617,2266.5,99.53,0
2022-01-25,northeurope,Compute,25937,30343,38905.5,99.83,1
2022-01-25,southeastasia,Storage,11759,14391,5879.5,99.72,0
2022-01-25,northeurope,Storage,18576,23417,9288.0,99.94,0
2022-01-25,southeastasia,Compute,8687,10204,13030.5,99.74,0
2022-01-25,centralindia,Compute,12273,14872,18409.5,99.86,0
2022-01-25,eastus,Storage,21290,24516,10645.0,99.67,0
2022-01-25,eastus,Compute,18630,23735,27945.0,99.5,0
2022-01-25,southeastasia,Storage,26056,33093,13028.0,99.7,0
2022-01-25,westus,Storage,19213,24471,9606.5,99.73,0
2022-01-26,eastus,Compute,21395,26402,32092.5,99.86,0
2022-01-26,southeastasia,Storage,6939,8242,3469.5,99.78,0
2022-01-26,southeastasia,Storage,9928,12638,4964.0,99.63,0
2022-01-26,southeastasia,Compute,7361,9205,11041.5,99.71,0
2022-01-26,northeurope,Storage,17640,22339,8820.0,99.81,0
2022-01-26,southeastasia,Storage,26208,33898,13104.0,99.56,1
2022-01-26,southeastasia,Storage,18739,22621,9369.5,99.79,0
2022-01-26,northeurope,Compute,24562,30740,36843.0,99.77,0
2022-01-26,centralindia,Compute,5878,6929,8817.0,99.94,0
2022-01-26,southeastasia,Compute,8439,10002,12658.5,99.85,0
2022-01-26,centralindia,Compute,15960,18359,23940.0,99.66,1
2022-01-26,centralindia,Compute,13810,17800,20715.0,99.8,0
2022-01-27,centralindia,Compute,7882,9394,11823.0,99.77,0
2022-01-27,northeurope,Storage,12785,15719,6392.5,99.98,0
2022-01-27,northeurope,Compute,28246,33148,42369.0,99.94,0
2022-01-27,eastus,Storage,13990,17511,6995.0,99.61,0
2022-01-27,centralindia,Storage,10613,13746,5306.5,99.78,0
2022-01-27,westus,Compute,5952,7039,8928.0,99.94,0
2022-01-27,eastus,Storage,21680,27362,10840.0,99.61,0
2022-01-27,westus,Storage,27054,31323,13527.0,99.66,0
2022-01-27,northeurope,Compute,19091,23861,28636.5,99.85,0
2022-01-28,southeastasia,Storage,24288,28962,12144.0,99.89,1
2022-01-28,westus,Compute,11805,13648,17707.5,99.69,0
2022-01-28,southeastasia,Compute,5310,6264,7965.0,99.86,0
2022-01-28,eastus,Storage,16812,19357,8406.0,99.69,0
2022-01-28,eastus,Compute,19962,24595,29943.0,99.69,0
2022-01-28,westus,Compute,27331,31981,40996.5,99.55,0
2022-01-28,westus,Compute,17607,22015,26410.5,99.92,0
2022-01-29,eastus,Storage,8138,10189,4069.0,99.69,0
2022-01-29,westus,Storage,6076,7393,3038.0,99.95,0
2022-01-29,eastus,Storage,17240,20920,8620.0,99.81,0
2022-01-29,southeastasia,Storage,5854,7347,2927.0,99.75,0
2022-01-29,centralindia,Compute,24728,30804,37092.0,99.75,0
2022-01-29,westus,Compute,16798,21541,25197.0,99.79,0
2022-01-29,centralindia,Compute,12595,15144,18892.5,99.7,0
2022-01-29,southeastasia,Storage,10278,12256,5139.0,99.52,1
2022-01-29,southeastasia,Compute,9841,12450,14761.5,99.66,0
2022-01-29,southeastasia,Compute,10615,12232,15922.5,99.95,0
2022-01-29,southeastasia,Compute,15882,19211,23823.0,99.55,0
2022-01-29,westus,Storage,14401,17113,7200.5,99.79,0
2022-01-29,northeurope,Storage,12017,15103,6008.5,99.88,0
2022-01-29,northeurope,Storage,21824,28114,10912.0,99.8,0
2022-01-30,westus,Storage,17954,21805,8977.0,99.52,0
2022-01-30,southeastasia,Storage,12352,15375,6176.0,99.6,0
2022-01-30,centralindia,Compute,11472,13460,17208.0,99.93,0
2022-01-30,southeastasia,Storage,26278,30332,13139.0,99.65,0
2022-01-31,northeurope,Storage,5547,7066,2773.5,99.52,0
2022-01-31,northeurope,Storage,19548,22625,9774.0,99.53,0
2022-01-31,westus,Compute,28247,35865,42370.5,99.72,0
2022-01-31,northeurope,Compute,9819,12073,14728.5,99.7,0
2022-01-31,eastus,Compute,16895,19856,25342.5,99.71,0
2022-01-31,southeastasia,Storage,12626,14727,6313.0,99.61,0
2022-01-31,northeurope,Compute,27173,33652,40759.5,99.9,0
2022-02-01,northeurope,Compute,22172,28816,33258.0,99.52,0
2022-02-01,eastus,Storage,18190,21018,9095.0,99.68,0
2022-02-01,westus,Storage,16023,18469,8011.5,99.96,0
2022-02-01,eastus,Storage,6756,8131,3378.0,99.66,0
2022-02-01,westus,Storage,13220,15792,6610.0,99.65,0
2022-02-01,southeastasia,Storage,15624,18853,7812.0,99.6,0
2022-02-01,centralindia,Storage,12183,15079,6091.5,99.89,0
2022-02-01,westus,Storage,8443,10018,4221.5,99.96,0
2022-02-02,northeurope,Compute,26520,33219,39780.0,99.91,0
2022-02-02,northeurope,Storage,26143,32061,13071.5,99.74,0
2022-02-02,eastus,Storage,21340,25138,10670.0,99.63,0
2022-02-02,northeurope,Storage,20988,25145,10494.0,99.56,1
2022-02-03,westus,Compute,10282,12184,15423.0,99.79,0
2022-02-03,centralindia,Storage,12921,16631,6460.5,99.51,0
2022-02-03,eastus,Storage,10679,12669,5339.5,99.51,0
2022-02-03,northeurope,Storage,22343,27758,11171.5,99.77,0
2022-02-03,southeastasia,Storage,23354,29607,11677.0,99.65,0
2022-02-04,eastus,Storage,12497,15565,6248.5,99.86,0
2022-02-04,westus,Storage,20944,24528,10472.0,99.79,0
2022-02-04,centralindia,Storage,27794,31980,13897.0,99.64,0
2022-02-04,westus,Compute,21585,26763,32377.5,99.76,0
2022-02-04,northeurope,Compute,19665,23465,29497.5,99.58,0
2022-02-04,northeurope,Compute,24736,30278,37104.0,99.6,0
2022-02-04,centralindia,Compute,17815,21300,26722.5,99.86,0
2022-02-05,southeastasia,Compute,28442,33012,42663.0,99.9,0
2022-02-05,eastus,Compute,18648,23641,27972.0,99.92,0
2022-02-05,centralindia,Compute,19910,24847,29865.0,99.63,1
2022-02-05,northeurope,Compute,16946,20626,25419.0,99.67,0
2022-02-05,westus,Storage,17233,22382,8616.5,99.67,0
2022-02-05,centralindia,Compute,6433,7485,9649.5,99.62,0
2022-02-05,westus,Storage,20250,24057,10125.0,99.53,0
2022-02-05,eastus,Storage,15580,19136,7790.0,99.62,0
2022-02-06,eastus,Compute,24875,29047,37312.5,99.63,0
2022-02-06,centralindia,Storage,16253,19176,8126.5,99.99,0
2022-02-06,northeurope,Compute,19582,24539,29373.0,99.78,0
2022-02-06,westus,Storage,21375,25153,10687.5,99.64,0
2022-02-06,eastus,Storage,16016,20671,8008.0,99.97,0
2022-02-06,northeurope,Storage,24931,30454,12465.5,99.98,0
2022-02-07,southeastasia,Storage,13674,17460,6837.0,99.64,0
2022-02-07,eastus,Storage,13726,17591,6863.0,99.71,1
2022-02-07,westus,Compute,20588,26438,30882.0,99.71,0
2022-02-07,southeastasia,Storage,22475,27295,11237.5,99.87,0
2022-02-07,southeastasia,Compute,22548,27517,33822.0,99.51,0
2022-02-07,westus,Compute,17752,20729,26628.0,99.86,0
2022-02-08,westus,Storage,19353,23907,9676.5,99.53,0
2022-02-08,eastus,Storage,20792,25031,10396.0,99.81,0
2022-02-08,centralindia,Storage,27212,32628,13606.0,99.63,0
2022-02-08,centralindia,Compute,8109,10237,12163.5,99.61,0
2022-02-08,northeurope,Compute,19970,24161,29955.0,99.85,0
2022-02-08,eastus,Storage,4933,5846,2466.5,99.71,0
2022-02-08,westus,Storage,25383,30182,12691.5,99.57,0
2022-02-08,westus,Compute,14016,17279,21024.0,99.62,1
2022-02-08,southeastasia,Compute,12098,14200,18147.0,99.73,0
2022-02-08,southeastasia,Storage,11636,14890,5818.0,99.71,1
2022-02-09,northeurope,Compute,28392,32729,42588.0,99.8,0
2022-02-09,westus,Compute,8330,10260,12495.0,99.58,0
2022-02-09,centralindia,Storage,23969,30720,11984.5,99.97,0
2022-02-09,eastus,Storage,10746,13525,5373.0,99.9,0
2022-02-09,centralindia,Compute,23481,27621,35221.5,99.89,0
2022-02-09,centralindia,Storage,18239,22596,9119.5,99.88,0
2022-02-09,eastus,Compute,17148,19959,25722.0,99.9,0
2022-02-09,southeastasia,Compute,27169,31824,40753.5,99.69,0
2022-02-09,centralindia,Compute,7162,9224,10743.0,99.71,0
2022-02-10,westus,Storage,20197,24470,10098.5,99.92,0
2022-02-10,westus,Compute,19958,25179,29937.0,99.8,0
2022-02-10,centralindia,Storage,20505,24320,10252.5,99.7,0
2022-02-10,southeastasia,Compute,20785,26313,31177.5,99.69,0
2022-02-10,southeastasia,Storage,14985,17788,7492.5,99.56,0
2022-02-10,southeastasia,Storage,22728,28360,11364.0,99.5,0
2022-02-10,northeurope,Storage,12339,14647,6169.5,99.71,0
2022-02-10,centralindia,Storage,26023,31575,13011.5,99.92,0
2022-02-10,southeastasia,Compute,11673,13905,17509.5,99.6,0
2022-02-10,eastus,Storage,14080,17581,7040.0,99.61,0
2022-02-10,northeurope,Storage,5996,7757,2998.0,99.65,0
2022-02-11,northeurope,Compute,19413,23549,29119.5,99.91,0
2022-02-11,westus,Compute,29526,34980,44289.0,99.75,0
2022-02-11,northeurope,Storage,18830,23990,9415.0,99.59,0
2022-02-11,westus,Compute,20018,24870,30027.0,99.62,0
2022-02-11,eastus,Compute,12322,15088,18483.0,99.9,0
2022-02-11,northeurope,Compute,22560,26523,33840.0,99.83,0
2022-02-11,southeastasia,Storage,13439,16004,6719.5,99.76,1
2022-02-11,eastus,Storage,11399,13247,5699.5,99.91,0
2022-02-11,eastus,Compute,8338,10355,12507.0,99.9,0
2022-02-12,eastus,Storage,22980,27069,11490.0,99.78,0
2022-02-12,centralindia,Compute,10986,13669,16479.0,99.53,0
2022-02-12,westus,Storage,10162,12405,5081.0,99.75,0
2022-02-12,westus,Compute,15567,19218,23350.5,99.76,0
2022-02-12,westus,Compute,5184,6583,7776.0,99.97,0
2022-02-12,eastus,Compute,12609,15924,18913.5,99.53,0
2022-02-12,northeurope,Storage,9291,11006,4645.5,99.72,0
2022-02-12,southeastasia,Storage,15138,17924,7569.0,99.94,0
2022-02-12,westus,Compute,14299,17488,21448.5,99.71,0
2022-02-12,eastus,Storage,21988,27472,10994.0,99.97,0
2022-02-12,northeurope,Storage,5488,6319,2744.0,99.55,0
2022-02-13,southeastasia,Compute,9439,11017,14158.5,99.96,0
2022-02-13,westus,Storage,13399,15872,6699.5,99.51,0
2022-02-13,northeurope,Compute,16973,20745,25459.5,99.69,0
2022-02-13,southeastasia,Storage,20468,23672,10234.0,99.77,0
2022-02-13,westus,Storage,27326,33923,13663.0,99.87,0
2022-02-13,northeurope,Compute,26541,32814,39811.5,99.96,0
2022-02-13,westus,Compute,21928,28128,32892.0,99.58,0
2022-02-14,centralindia,Compute,25965,33080,38947.5,99.72,0
2022-02-14,northeurope,Compute,19691,24354,29536.5,99.81,0
2022-02-14,westus,Compute,18057,21388,27085.5,99.74,0
2022-02-14,southeastasia,Compute,27356,31946,41034.0,99.89,0
2022-02-14,northeurope,Compute,14773,17365,22159.5,99.95,0
2022-02-14,centralindia,Compute,26718,33528,40077.0,99.91,0
2022-02-14,centralindia,Storage,14601,18895,7300.5,99.51,0
2022-02-14,northeurope,Compute,14222,17079,21333.0,99.95,1
2022-02-15,westus,Storage,22936,26640,11468.0,99.92,0
2022-02-15,centralindia,Compute,19674,24301,29511.0,99.66,0
2022-02-15,northeurope,Compute,11823,14327,17734.5,99.58,1
2022-02-15,centralindia,Storage,21293,25802,10646.5,99.86,0
2022-02-15,eastus,Storage,22972,28884,11486.0,99.74,1
2022-02-15,eastus,Compute,17509,22724,26263.5,99.65,1
2022-02-16,westus,Storage,18911,23051,9455.5,99.57,0
2022-02-16,southeastasia,Storage,14548,18790,7274.0,99.66,0
2022-02-16,westus,Storage,5656,7185,2828.0,99.88,0
2022-02-16,eastus,Storage,8406,9987,4203.0,99.53,1
2022-02-16,northeurope,Compute,9612,11995,14418.0,99.84,0
2022-02-16,northeurope,Compute,26245,30267,39367.5,99.91,0
2022-02-16,centralindia,Compute,26954,34010,40431.0,99.53,0
2022-02-16,northeurope,Compute,15432,18814,23148.0,99.76,0
2022-02-16,southeastasia,Storage,25323,32238,12661.5,99.93,0
2022-02-16,northeurope,Storage,20642,23739,10321.0,99.65,0
2022-02-16,centralindia,Storage,7420,9008,3710.0,99.75,0
2022-02-17,southeastasia,Storage,14888,17770,7444.0,99.72,0
2022-02-17,centralindia,Storage,10859,13827,5429.5,99.78,0
2022-02-17,westus,Storage,25295,30313,12647.5,99.62,0
2022-02-17,southeastasia,Storage,6350,7518,3175.0,99.68,0
2022-02-18,centralindia,Storage,13251,16586,6625.5,99.73,0
2022-02-18,northeurope,Compute,25943,32059,38914.5,99.53,0
2022-02-18,centralindia,Compute,29494,34284,44241.0,99.7,1
2022-02-18,centralindia,Compute,5831,6742,8746.5,99.66,0
2022-02-18,westus,Storage,9254,11048,4627.0,99.85,0
2022-02-18,southeastasia,Storage,16817,20575,8408.5,99.68,0
2022-02-18,eastus,Storage,9340,10794,4670.0,99.94,0
2022-02-18,southeastasia,Compute,20323,23606,30484.5,99.78,0
2022-02-18,westus,Storage,12312,14171,6156.0,99.56,1
2022-02-18,eastus,Storage,17260,19957,8630.0,99.95,0
2022-02-18,northeurope,Storage,26469,30628,13234.5,99.85,1
2022-02-18,eastus,Storage,18352,23839,9176.0,99.71,0
2022-02-18,westus,Compute,16319,20323,24478.5,99.6,0
2022-02-19,northeurope,Compute,28399,34062,42598.5,99.86,0
2022-02-19,southeastasia,Storage,7417,9311,3708.5,99.77,0
2022-02-19,centralindia,Storage,21759,26351,10879.5,99.69,0
2022-02-19,eastus,Compute,28224,33632,42336.0,99.64,0
2022-02-19,southeastasia,Compute,10980,14163,16470.0,99.52,1
