timestamp,region,service_type,usage_units,provisioned_capacity_allocated,cost_usd,availability_pct,is_holiday,hour,day_of_week,day_of_month,month,quarter,is_weekend,usage_lag_1,usage_lag_7,usage_rolling_mean_3,usage_rolling_mean_7,usage_spike
2022-01-02,eastus,storage,13082.0,15278.0,6541.0,99.67,0.0,0,6,2,1,1,1,0.0,0.0,13082.0,13082.0,0.0
2022-01-02,northeurope,storage,14461.0,17217.0,7230.5,99.53,0.0,0,6,2,1,1,1,0.0,0.0,14461.0,14461.0,0.0
2022-01-02,southeastasia,compute,14487.0,17118.0,21730.5,99.65,0.0,0,6,2,1,1,1,23952.0,0.0,21011.0,20425.25,1.1726661851789981
2022-01-02,westus,compute,25492.0,32379.0,38238.0,99.73,0.0,0,6,2,1,1,1,19956.0,0.0,22747.333333333332,24046.75,0.8298834561497964
2022-01-02,westus,compute,8176.0,10366.0,12264.0,99.67,0.0,0,6,2,1,1,1,25492.0,0.0,17874.666666666668,20872.6,1.221314067187542
2022-01-02,westus,storage,10741.0,12895.0,5370.5,99.66,0.0,0,6,2,1,1,1,26978.0,0.0,18859.5,18859.5,1.4304727059874083
2022-01-03,centralindia,storage,5510.0,6958.0,2755.0,99.7,0.0,0,0,3,1,1,0,8341.0,0.0,6250.333333333333,8631.5,0.9663442042557673
2022-01-03,eastus,storage,23492.0,29341.0,11746.0,99.96,0.0,0,0,3,1,1,0,13082.0,0.0,18287.0,18287.0,0.715371575396983
2022-01-03,eastus,storage,12388.0,14787.0,6194.0,99.75,0.0,0,0,3,1,1,0,23492.0,0.0,16320.666666666666,16320.666666666666,1.4394019851248274
2022-01-03,southeastasia,compute,9178.0,11367.0,13767.0,99.67,0.0,0,0,3,1,1,0,14487.0,0.0,15872.333333333334,18175.8,0.797048823116614
2022-01-03,southeastasia,compute,26433.0,30755.0,39649.5,99.81,0.0,0,0,3,1,1,0,9178.0,0.0,16699.333333333332,19552.0,0.46941489359301275
2022-01-03,southeastasia,storage,12198.0,15154.0,6099.0,99.54,0.0,0,0,3,1,1,0,27867.0,0.0,20032.5,20032.5,1.3910894795262154
2022-01-03,westus,compute,22456.0,26687.0,33684.0,99.61,0.0,0,0,3,1,1,0,8176.0,0.0,18708.0,21136.5,0.38681900975152844
2022-01-03,westus,compute,12542.0,14858.0,18813.0,99.65,0.0,0,0,3,1,1,0,22456.0,0.0,14391.333333333334,19908.714285714286,1.1279482781560433
2022-01-04,centralindia,storage,12698.0,14790.0,6349.0,99.71,0.0,0,1,4,1,1,0,5510.0,0.0,8849.666666666666,9444.8,0.5833898017339287
2022-01-04,southeastasia,compute,7533.0,9314.0,11299.5,99.83,0.0,0,1,4,1,1,0,26433.0,0.0,14381.333333333334,17835.0,1.4820857862920052
2022-01-04,westus,storage,4042.0,4866.0,2021.0,99.89,0.0,0,1,4,1,1,0,10741.0,0.0,13920.333333333334,13920.333333333334,0.7716050860296731
2022-01-04,westus,storage,23774.0,29955.0,11887.0,99.92,0.0,0,1,4,1,1,0,4042.0,0.0,12852.333333333334,16383.75,0.24670786601072967
2022-01-04,westus,storage,17921.0,22845.0,8960.5,99.78,0.0,0,1,4,1,1,0,23774.0,0.0,15245.666666666666,16691.2,1.424343366479082
2022-01-05,centralindia,storage,8344.0,9670.0,4172.0,99.54,0.0,0,2,5,1,1,0,12698.0,0.0,8850.666666666666,9261.333333333334,1.3710768786311103
2022-01-05,eastus,storage,25625.0,29506.0,12812.5,99.92,0.0,0,2,5,1,1,0,12388.0,0.0,20501.666666666668,18646.75,0.6643516966407362
2022-01-05,northeurope,compute,6330.0,7713.0,9495.0,99.75,0.0,0,2,5,1,1,0,27521.0,0.0,16925.5,16925.5,1.626008094199521
2022-01-05,southeastasia,storage,27095.0,33543.0,13547.5,99.54,0.0,0,2,5,1,1,0,12198.0,0.0,22386.666666666668,22386.666666666668,0.544877903489657
2022-01-05,westus,storage,19375.0,23015.0,9687.5,99.98,0.0,0,2,5,1,1,0,17921.0,0.0,20356.666666666668,17138.5,1.045657437871129
2022-01-05,westus,storage,8827.0,11261.0,4413.5,99.92,0.0,0,2,5,1,1,0,19375.0,0.0,15374.333333333334,15951.142857142857,1.2146465098022308
2022-01-06,centralindia,storage,6529.0,7631.0,3264.5,99.92,0.0,0,3,6,1,1,0,8344.0,0.0,9190.333333333334,8871.0,0.9405929431923579
2022-01-06,eastus,compute,13937.0,17538.0,20905.5,99.6,0.0,0,3,6,1,1,0,0.0,0.0,13937.0,13937.0,0.0
2022-01-06,northeurope,storage,6153.0,7528.0,3076.5,99.86,0.0,0,3,6,1,1,0,14461.0,0.0,10307.0,10307.0,1.4030270688461213
2022-01-06,southeastasia,compute,27842.0,33683.0,41763.0,99.61,0.0,0,3,6,1,1,0,7533.0,18668.0,20602.666666666668,19145.571428571428,0.3934591363705578
2022-01-06,westus,compute,7367.0,8775.0,11050.5,99.63,0.0,0,3,6,1,1,0,12542.0,27945.0,14121.666666666666,16969.0,0.7391124992198059
2022-01-06,westus,storage,19346.0,25064.0,9673.0,99.57,0.0,0,3,6,1,1,0,8827.0,26978.0,15849.333333333334,14860.857142857143,0.5939765058335624
2022-01-07,centralindia,compute,6701.0,7798.0,10051.5,99.66,0.0,0,4,7,1,1,0,27447.0,0.0,17074.0,17074.0,1.6075319197840265
2022-01-07,centralindia,storage,9358.0,12113.0,4679.0,99.65,0.0,0,4,7,1,1,0,6529.0,15775.0,8077.0,7954.285714285715,0.8208153734600268
2022-01-07,centralindia,storage,11448.0,13480.0,5724.0,99.93,0.0,0,4,7,1,1,0,9358.0,4900.0,9111.666666666666,8889.714285714286,1.0526772512796692
2022-01-07,centralindia,storage,27558.0,33217.0,13779.0,99.53,0.0,0,4,7,1,1,0,11448.0,8341.0,16121.333333333334,11635.0,0.9839278039549697
2022-01-07,eastus,compute,7373.0,8782.0,11059.5,99.59,0.0,0,4,7,1,1,0,13937.0,0.0,10655.0,10655.0,1.308024401566586
2022-01-07,southeastasia,compute,20805.0,26598.0,31207.5,99.77,0.0,0,4,7,1,1,0,27842.0,24594.0,18726.666666666668,18604.285714285714,1.4965368961800218
2022-01-07,westus,compute,23654.0,29398.0,35481.0,99.63,0.0,0,4,7,1,1,0,7367.0,22794.0,14521.0,17091.85714285714,0.43102396293124406
2022-01-07,westus,compute,6347.0,7444.0,9520.5,99.9,0.0,0,4,7,1,1,0,23654.0,19956.0,12456.0,15147.714285714286,1.5615557273051013
2022-01-07,westus,storage,11021.0,13925.0,5510.5,99.53,0.0,0,4,7,1,1,0,19346.0,10741.0,13064.666666666666,14900.857142857143,1.2983145743381186
2022-01-08,centralindia,storage,12707.0,15545.0,6353.5,99.54,0.0,0,5,8,1,1,1,27558.0,5510.0,17237.666666666668,12663.142857142857,2.1762369980908187
2022-01-08,centralindia,storage,6015.0,7718.0,3007.5,99.74,0.0,0,5,8,1,1,1,12707.0,12698.0,15426.666666666666,11708.42857142857,1.0852865456191876
2022-01-08,eastus,compute,29212.0,35466.0,43818.0,99.9,0.0,0,5,8,1,1,1,7373.0,0.0,16840.666666666668,16840.666666666668,0.4378092711825852
2022-01-08,eastus,storage,18905.0,22321.0,9452.5,99.72,0.0,0,5,8,1,1,1,25625.0,0.0,18972.666666666668,18698.4,1.3704381122785672
2022-01-08,eastus,storage,11553.0,14173.0,5776.5,99.59,0.0,0,5,8,1,1,1,18905.0,0.0,18694.333333333332,17507.5,1.0798229329670241
2022-01-08,northeurope,storage,18117.0,21682.0,9058.5,99.74,0.0,0,5,8,1,1,1,6153.0,0.0,12910.333333333334,12910.333333333334,0.476594975564024
2022-01-08,southeastasia,storage,21696.0,26756.0,10848.0,99.88,0.0,0,5,8,1,1,1,27095.0,0.0,20329.666666666668,22214.0,1.2197262986756223
2022-01-09,centralindia,storage,14062.0,17579.0,7031.0,99.54,0.0,0,6,9,1,1,1,6015.0,8344.0,10928.0,12525.285714285714,0.48022856617628795
2022-01-09,eastus,compute,27199.0,32355.0,40798.5,99.61,0.0,0,6,9,1,1,1,29212.0,0.0,21261.333333333332,19430.25,1.5034289316141878
2022-01-09,eastus,storage,18426.0,22278.0,9213.0,99.81,0.0,0,6,9,1,1,1,11553.0,0.0,16294.666666666666,17638.714285714286,0.6549797117980347
2022-01-09,southeastasia,compute,14390.0,16780.0,21585.0,99.93,0.0,0,6,9,1,1,1,20805.0,23952.0,21012.333333333332,17238.285714285714,1.2069065534487324
2022-01-09,southeastasia,compute,15498.0,19180.0,23247.0,99.55,0.0,0,6,9,1,1,1,14390.0,14487.0,16897.666666666668,17382.714285714286,0.8278338907634445
2022-01-09,westus,compute,25342.0,30919.0,38013.0,99.77,0.0,0,6,9,1,1,1,6347.0,25492.0,18447.666666666668,15126.285714285714,0.4196006950725586
2022-01-10,centralindia,compute,10008.0,12800.0,15012.0,99.89,0.0,0,0,10,1,1,0,6701.0,0.0,14718.666666666666,14718.666666666666,0.45527221665536244
2022-01-10,centralindia,compute,23978.0,29914.0,35967.0,99.89,0.0,0,0,10,1,1,0,10008.0,0.0,13562.333333333334,17033.5,0.5875480670098601
2022-01-10,centralindia,storage,23295.0,27399.0,11647.5,99.63,0.0,0,0,10,1,1,0,14062.0,6529.0,14457.333333333334,14920.42857142857,0.9424662255335708
2022-01-10,eastus,compute,14161.0,18313.0,21241.5,99.67,0.0,0,0,10,1,1,0,27199.0,0.0,23524.0,18376.4,1.4801049170958345
2022-01-10,eastus,compute,7227.0,9189.0,10840.5,99.53,0.0,0,0,10,1,1,0,14161.0,0.0,16195.666666666666,16518.166666666668,0.8572985298495213
2022-01-10,eastus,compute,28880.0,34361.0,43320.0,99.83,0.0,0,0,10,1,1,0,7227.0,0.0,16756.0,18284.14285714286,0.3952605301801965
2022-01-10,southeastasia,compute,24635.0,31361.0,36952.5,99.72,0.0,0,0,10,1,1,0,15498.0,9178.0,18174.333333333332,19590.85714285714,0.7910833041248281
2022-01-10,southeastasia,storage,8618.0,10967.0,4309.0,99.67,0.0,0,0,10,1,1,0,21696.0,0.0,19136.333333333332,19494.8,1.1129121611346149
2022-01-11,centralindia,compute,19400.0,23328.0,29100.0,99.9,0.0,0,1,11,1,1,0,23978.0,0.0,17795.333333333332,17506.8,1.3696392258225583
2022-01-11,centralindia,compute,22565.0,28162.0,33847.5,99.53,0.0,0,1,11,1,1,0,19400.0,0.0,21981.0,18349.833333333332,1.0572303108443912
2022-01-11,centralindia,storage,23937.0,29679.0,11968.5,99.62,0.0,0,1,11,1,1,0,23295.0,9358.0,20431.333333333332,17003.14285714286,1.37004083270664
2022-01-11,eastus,compute,22623.0,27107.0,33934.5,99.53,0.0,0,1,11,1,1,0,28880.0,13937.0,19576.666666666668,19525.0,1.4791293213070869
2022-01-11,eastus,compute,25135.0,31651.0,37702.5,99.66,0.0,0,1,11,1,1,0,22623.0,7373.0,25546.0,22062.428571428572,1.0254084189204797
2022-01-11,northeurope,storage,20820.0,26290.0,10410.0,99.75,0.0,0,1,11,1,1,0,18117.0,0.0,15030.0,14887.75,1.2169065170212485
2022-01-11,southeastasia,compute,7932.0,9647.0,11898.0,99.7,0.0,0,1,11,1,1,0,24635.0,26433.0,16021.666666666666,16947.85714285714,1.4535760946586167
2022-01-11,southeastasia,compute,23839.0,30951.0,35758.5,99.64,0.0,0,1,11,1,1,0,7932.0,7533.0,18802.0,19277.285714285714,0.4114687159359996
2022-01-11,westus,storage,27371.0,33737.0,13685.5,99.75,0.0,0,1,11,1,1,0,11021.0,4042.0,19246.0,18233.571428571428,0.6044345202786772
2022-01-11,westus,storage,19596.0,24890.0,9798.0,99.78,0.0,0,1,11,1,1,0,27371.0,23774.0,19329.333333333332,17636.714285714286,1.5519330616258005
2022-01-11,westus,storage,22027.0,27482.0,11013.5,99.87,0.0,0,1,11,1,1,0,19596.0,17921.0,22998.0,18223.285714285714,1.0753274851835777
2022-01-12,eastus,compute,9511.0,10965.0,14266.5,99.63,0.0,0,2,12,1,1,0,25135.0,29212.0,19089.666666666668,19248.0,1.3058499583693968
2022-01-12,eastus,compute,7263.0,8540.0,10894.5,99.98,0.0,0,2,12,1,1,0,9511.0,27199.0,13969.666666666666,16400.0,0.5799390243548818
2022-01-12,eastus,compute,20501.0,26557.0,30751.5,99.85,0.0,0,2,12,1,1,0,7263.0,14161.0,12425.0,17305.714285714286,0.41968796431453015
2022-01-12,eastus,compute,19245.0,24501.0,28867.5,99.54,0.0,0,2,12,1,1,0,20501.0,7227.0,15669.666666666666,19022.571428571428,1.0777197013506958
2022-01-12,northeurope,compute,25654.0,30843.0,38481.0,99.89,0.0,0,2,12,1,1,0,6330.0,0.0,19835.0,19835.0,0.3191328459632401
2022-01-12,northeurope,storage,15167.0,18972.0,7583.5,99.79,0.0,0,2,12,1,1,0,20820.0,0.0,18034.666666666668,14943.6,1.3932385769564737
2022-01-12,southeastasia,compute,10691.0,13278.0,16036.5,99.62,0.0,0,2,12,1,1,0,23839.0,27842.0,14154.0,16827.14285714286,1.4166992103751004
2022-01-12,southeastasia,storage,16782.0,19872.0,8391.0,99.65,0.0,0,2,12,1,1,0,8618.0,0.0,15698.666666666666,19042.666666666668,0.4525626662694705
2022-01-12,southeastasia,storage,8433.0,10749.0,4216.5,99.59,0.0,0,2,12,1,1,0,16782.0,0.0,11277.666666666666,17527.0,0.9574941518253269
2022-01-12,westus,compute,27944.0,32225.0,41916.0,99.84,0.0,0,2,12,1,1,0,25342.0,8176.0,19877.666666666668,17950.285714285714,1.4117881131228909
2022-01-12,westus,compute,26199.0,30338.0,39298.5,99.89,0.0,0,2,12,1,1,0,27944.0,22456.0,26495.0,18485.0,1.511712198998555
2022-01-12,westus,compute,19159.0,22248.0,28738.5,99.56,0.0,0,2,12,1,1,0,26199.0,12542.0,24434.0,19430.285714285714,1.3483589682569295
2022-01-12,westus,storage,13885.0,16996.0,6942.5,99.58,0.0,0,2,12,1,1,0,22027.0,19375.0,18502.666666666668,17439.0,1.2630884797715989
2022-01-12,westus,storage,21910.0,25364.0,10955.0,99.86,0.0,0,2,12,1,1,0,13885.0,8827.0,19274.0,19308.0,0.7191319659872005
2022-01-13,centralindia,compute,27551.0,32364.0,41326.5,99.91,0.0,0,3,13,1,1,0,22565.0,0.0,23172.0,19664.285714285714,1.1475118052449504
2022-01-13,centralindia,compute,23740.0,29805.0,35610.0,99.93,0.0,0,3,13,1,1,0,27551.0,27447.0,24618.666666666668,19134.714285714286,1.4398438140845067
2022-01-13,centralindia,storage,26148.0,33043.0,13074.0,99.87,0.0,0,3,13,1,1,0,23937.0,11448.0,24460.0,19103.14285714286,1.253039888658775
2022-01-13,centralindia,storage,17838.0,20527.0,8919.0,99.99,0.0,0,3,13,1,1,0,26148.0,27558.0,22641.0,17714.571428571428,1.47607296648173
2022-01-13,eastus,storage,14452.0,17016.0,7226.0,99.75,0.0,0,3,13,1,1,0,18426.0,13082.0,14810.333333333334,17834.428571428572,1.0331701924269094
2022-01-13,eastus,storage,10889.0,13415.0,5444.5,99.98,0.0,0,3,13,1,1,0,14452.0,23492.0,14589.0,16034.0,0.9013346637831274
2022-01-13,eastus,storage,18387.0,23125.0,9193.5,99.53,0.0,0,3,13,1,1,0,10889.0,12388.0,14576.0,16891.0,0.6446628381596908
2022-01-13,eastus,storage,8257.0,10064.0,4128.5,99.86,0.0,0,3,13,1,1,0,18387.0,25625.0,12511.0,14409.857142857143,1.2760015464718395
2022-01-13,eastus,storage,22470.0,27981.0,11235.0,99.65,0.0,0,3,13,1,1,0,8257.0,18905.0,16371.333333333334,14919.142857142857,0.5534500258165526
2022-01-13,northeurope,compute,10942.0,13376.0,16413.0,99.66,0.0,0,3,13,1,1,0,25654.0,0.0,14308.666666666666,17611.75,1.456641162777314
2022-01-13,northeurope,storage,9378.0,11372.0,4689.0,99.73,0.0,0,3,13,1,1,0,15167.0,0.0,15121.666666666666,14016.0,1.0821204337127481
2022-01-13,westus,storage,24421.0,31078.0,12210.5,99.93,0.0,0,3,13,1,1,0,21910.0,19346.0,20072.0,20033.0,1.0936954025311387
2022-01-14,centralindia,compute,11024.0,14020.0,16536.0,99.6,0.0,0,4,14,1,1,0,23740.0,6701.0,20771.666666666668,19752.285714285714,1.2018862192555422
2022-01-14,eastus,storage,5471.0,6771.0,2735.5,99.99,0.0,0,4,14,1,1,0,22470.0,11553.0,12066.0,14050.285714285714,1.5992557343908127
2022-01-14,northeurope,compute,22851.0,27300.0,34276.5,99.56,0.0,0,4,14,1,1,0,10942.0,0.0,19815.666666666668,18659.6,0.5864005658971039
2022-01-14,southeastasia,compute,17817.0,22914.0,26725.5,99.95,0.0,0,4,14,1,1,0,10691.0,20805.0,17449.0,16400.285714285714,0.651878887087654
2022-01-14,southeastasia,compute,24350.0,29147.0,36525.0,99.99,0.0,0,4,14,1,1,0,17817.0,14390.0,17619.333333333332,17823.14285714286,0.9996553437184591
2022-01-14,southeastasia,storage,12687.0,16277.0,6343.5,99.74,0.0,0,4,14,1,1,0,8433.0,27867.0,12634.0,15358.42857142857,0.5490796119037146
2022-01-14,southeastasia,storage,10754.0,12461.0,5377.0,99.96,0.0,0,4,14,1,1,0,12687.0,12198.0,10624.666666666666,15152.142857142857,0.8373073114989756
2022-01-14,westus,compute,29054.0,34303.0,43581.0,99.52,0.0,0,4,14,1,1,0,19159.0,7367.0,24804.0,22528.428571428572,0.8504365911898423
2022-01-14,westus,compute,6732.0,7955.0,10098.0,99.75,0.0,0,4,14,1,1,0,29054.0,23654.0,18315.0,20111.0,1.444682014745926
2022-01-14,westus,storage,13252.0,15902.0,6626.0,99.91,0.0,0,4,14,1,1,0,24421.0,11021.0,19861.0,20351.714285714286,1.199948056264831
2022-01-15,eastus,compute,20878.0,24687.0,31317.0,99.65,0.0,0,5,15,1,1,1,19245.0,28880.0,20208.0,17879.428571428572,1.0763766818407856
2022-01-15,eastus,compute,23656.0,29131.0,35484.0,99.69,0.0,0,5,15,1,1,1,20878.0,22623.0,21259.666666666668,18027.0,1.1581516613325482
2022-01-15,eastus,compute,21083.0,24380.0,31624.5,99.99,0.0,0,5,15,1,1,1,23656.0,25135.0,21872.333333333332,17448.14285714286,1.3557889909733287
2022-01-15,northeurope,compute,28356.0,34923.0,42534.0,99.76,0.0,0,5,15,1,1,1,22851.0,0.0,20716.333333333332,20275.666666666668,1.1270159632501842
2022-01-15,westus,compute,6335.0,8175.0,9502.5,99.78,0.0,0,5,15,1,1,1,6732.0,6347.0,14040.333333333334,20109.285714285714,0.3347707171360537
2022-01-15,westus,storage,10462.0,12489.0,5231.0,99.79,0.0,0,5,15,1,1,1,13252.0,27371.0,16045.0,17936.14285714286,0.738843356947489
2022-01-16,centralindia,compute,20232.0,24575.0,30348.0,99.62,0.0,0,6,16,1,1,1,11024.0,10008.0,18332.0,21212.85714285714,0.5196848272365965
2022-01-16,eastus,compute,26517.0,34228.0,39775.5,99.67,0.0,0,6,16,1,1,1,21083.0,9511.0,23752.0,19877.571428571428,1.0606426481574747
2022-01-16,eastus,storage,6645.0,7672.0,3322.5,99.6,0.0,0,6,16,1,1,1,5471.0,18426.0,11528.666666666666,12367.285714285714,0.4423767774070227
2022-01-16,northeurope,storage,4899.0,5955.0,2449.5,99.77,0.0,0,6,16,1,1,1,9378.0,0.0,9814.666666666666,12713.57142857143,0.7376369458378171
2022-01-16,southeastasia,compute,5209.0,6419.0,7813.5,99.59,0.0,0,6,16,1,1,1,24350.0,15498.0,15792.0,16353.285714285714,1.4889974054106823
2022-01-16,southeastasia,compute,27851.0,33960.0,41776.5,99.95,0.0,0,6,16,1,1,1,5209.0,24635.0,19136.666666666668,16812.714285714286,0.30982504735218436
2022-01-16,southeastasia,storage,25662.0,30197.0,12831.0,99.88,0.0,0,6,16,1,1,1,10754.0,27095.0,16367.666666666666,14947.42857142857,0.7194548512401925
2022-01-16,westus,compute,8554.0,10022.0,12831.0,99.63,0.0,0,6,16,1,1,1,6335.0,25342.0,7207.0,17711.0,0.3576873129491453
2022-01-16,westus,storage,22332.0,25908.0,11166.0,99.81,0.0,0,6,16,1,1,1,10462.0,19596.0,15348.666666666666,18327.0,0.570851748754796
2022-01-16,westus,storage,22835.0,28101.0,11417.5,99.8,0.0,0,6,16,1,1,1,22332.0,22027.0,18543.0,18442.428571428572,1.210903429138738
2022-01-16,westus,storage,7844.0,9309.0,3922.0,99.95,0.0,0,6,16,1,1,1,22835.0,13885.0,17670.333333333332,17579.428571428572,1.2989614483723448
2022-01-17,centralindia,compute,23004.0,29697.0,34506.0,99.72,0.0,0,0,17,1,1,0,20232.0,23978.0,18086.666666666668,21073.714285714286,0.9600585698722822
2022-01-17,centralindia,storage,13328.0,16968.0,6664.0,99.86,0.0,0,0,17,1,1,0,17838.0,12707.0,19104.666666666668,17803.285714285714,1.0019498807843363
2022-01-17,eastus,compute,18268.0,21615.0,27402.0,99.77,0.0,0,0,17,1,1,0,26517.0,7263.0,21956.0,21449.714285714286,1.236240242902645
2022-01-17,eastus,compute,12645.0,15200.0,18967.5,99.71,0.0,0,0,17,1,1,0,18268.0,20501.0,19143.333333333332,20327.428571428572,0.8986872065450565
2022-01-17,northeurope,compute,19650.0,23780.0,29475.0,99.96,0.0,0,0,17,1,1,0,28356.0,0.0,23619.0,20186.285714285714,1.4047160730776693
2022-01-17,northeurope,storage,13699.0,17402.0,6849.5,99.56,0.0,0,0,17,1,1,0,4899.0,14461.0,9325.333333333334,12604.714285714286,0.3886641052359021
2022-01-17,northeurope,storage,9513.0,11267.0,4756.5,99.82,0.0,0,0,17,1,1,0,13699.0,6153.0,9370.333333333334,13084.714285714286,1.0469468190000477
2022-01-17,northeurope,storage,27420.0,32265.0,13710.0,99.73,0.0,0,0,17,1,1,0,9513.0,18117.0,16877.333333333332,14413.714285714286,0.6599964319237633
2022-01-17,westus,compute,18827.0,23267.0,28240.5,99.79,0.0,0,0,17,1,1,0,8554.0,27944.0,11238.666666666666,16408.571428571428,0.5213129026323421
2022-01-17,westus,storage,6903.0,8495.0,3451.5,99.64,0.0,0,0,17,1,1,0,7844.0,21910.0,12527.333333333334,15435.57142857143,0.5081768456574587
2022-01-18,centralindia,storage,22396.0,26776.0,11198.0,99.56,0.0,0,1,18,1,1,0,13328.0,6015.0,17854.0,20143.428571428572,0.661654988478117
2022-01-18,northeurope,compute,13324.0,17016.0,19986.0,99.58,0.0,0,1,18,1,1,0,19650.0,27521.0,20443.333333333332,18158.14285714286,1.0821591257163246
2022-01-18,northeurope,compute,15411.0,19559.0,23116.5,99.62,0.0,0,1,18,1,1,0,13324.0,6330.0,16128.333333333334,19455.428571428572,0.6848474167709788
2022-01-18,northeurope,storage,4737.0,5569.0,2368.5,99.79,0.0,0,1,18,1,1,0,27420.0,20820.0,13890.0,12116.142857142857,2.263096459082432
2022-01-18,southeastasia,compute,28677.0,34894.0,43015.5,99.63,0.0,0,1,18,1,1,0,27851.0,7932.0,20579.0,19776.285714285714,1.4083028735003098
2022-01-19,centralindia,compute,27857.0,33705.0,41785.5,99.61,0.0,0,2,19,1,1,0,23004.0,19400.0,23697.666666666668,22281.85714285714,1.0324094554363457
2022-01-19,centralindia,compute,21464.0,25293.0,32196.0,99.98,0.0,0,2,19,1,1,0,27857.0,22565.0,24108.333333333332,22124.571428571428,1.2590978355750964
2022-01-19,eastus,compute,12413.0,15388.0,18619.5,99.5,0.0,0,2,19,1,1,0,12645.0,19245.0,14442.0,19351.428571428572,0.6534401298938869
2022-01-19,eastus,compute,27585.0,33899.0,41377.5,99.89,0.0,0,2,19,1,1,0,12413.0,20878.0,17547.666666666668,20309.571428571428,0.6111896572040043
2022-01-19,eastus,storage,20027.0,24494.0,10013.5,99.61,0.0,0,2,19,1,1,0,6645.0,14452.0,10714.333333333334,13163.714285714286,0.5047967355768717
2022-01-19,eastus,storage,27170.0,31297.0,13585.0,99.73,0.0,0,2,19,1,1,0,20027.0,10889.0,17947.333333333332,15489.57142857143,1.292934416620855
2022-01-19,eastus,storage,21371.0,24648.0,10685.5,99.7,0.0,0,2,19,1,1,0,27170.0,18387.0,22856.0,15915.857142857143,1.7071025301635412
2022-01-19,eastus,storage,23689.0,27705.0,11844.5,99.83,0.0,0,2,19,1,1,0,21371.0,8257.0,24076.666666666668,18120.428571428572,1.1793871162913545
2022-01-19,northeurope,compute,9030.0,10591.0,13545.0,99.92,0.0,0,2,19,1,1,0,15411.0,25654.0,12588.333333333334,17080.571428571428,0.9022531865250764
2022-01-19,northeurope,compute,22445.0,27072.0,33667.5,99.52,0.0,0,2,19,1,1,0,9030.0,10942.0,15628.666666666666,18723.85714285714,0.48227242552758587
2022-01-19,northeurope,compute,29225.0,34933.0,43837.5,99.65,0.0,0,2,19,1,1,0,22445.0,22851.0,20233.333333333332,19634.428571428572,1.1431450585487444
2022-01-19,northeurope,storage,24348.0,28715.0,12174.0,99.59,0.0,0,2,19,1,1,0,4737.0,15167.0,18835.0,13427.714285714286,0.3527778368569329
2022-01-19,northeurope,storage,15170.0,19391.0,7585.0,99.93,0.0,0,2,19,1,1,0,24348.0,9378.0,14751.666666666666,14255.142857142857,1.7080151523063745
2022-01-19,southeastasia,compute,27665.0,33509.0,41497.5,99.67,0.0,0,2,19,1,1,0,28677.0,23839.0,28064.333333333332,20322.85714285714,1.411071277872364
2022-01-19,southeastasia,compute,10829.0,12708.0,16243.5,99.93,0.0,0,2,19,1,1,0,27665.0,10691.0,22390.333333333332,20342.571428571428,1.3599558981901454
2022-01-19,westus,compute,26762.0,31003.0,40143.0,99.62,0.0,0,2,19,1,1,0,18827.0,26199.0,18047.666666666668,16489.0,1.141791497292632
