timestamp,region,service_type,usage_units,provisioned_capacity_allocated,cost_usd,availability_pct,is_holiday
2022-01-14,westus,storage,13252.0,15902.0,6626.0,99.91,0.0
2022-01-15,eastus,compute,20878.0,24687.0,31317.0,99.65,0.0
2022-01-15,eastus,compute,23656.0,29131.0,35484.0,99.69,0.0
2022-01-15,eastus,compute,21083.0,24380.0,31624.5,99.99,0.0
2022-01-15,northeurope,compute,28356.0,34923.0,42534.0,99.76,0.0
2022-01-15,westus,compute,6335.0,8175.0,9502.5,99.78,0.0
2022-01-15,westus,storage,10462.0,12489.0,5231.0,99.79,0.0
2022-01-16,centralindia,compute,20232.0,24575.0,30348.0,99.62,0.0
2022-01-16,eastus,compute,26517.0,34228.0,39775.5,99.67,0.0
2022-01-16,eastus,storage,6645.0,7672.0,3322.5,99.6,0.0
2022-01-16,northeurope,storage,4899.0,5955.0,2449.5,99.77,0.0
2022-01-16,southeastasia,storage,25662.0,30197.0,12831.0,99.88,0.0
2022-01-16,southeastasia,compute,5209.0,6419.0,7813.5,99.59,0.0
2022-01-16,southeastasia,compute,27851.0,33960.0,41776.5,99.95,0.0
2022-01-16,westus,compute,8554.0,10022.0,12831.0,99.63,0.0
2022-01-16,westus,storage,22332.0,25908.0,11166.0,99.81,0.0
2022-01-16,westus,storage,22835.0,28101.0,11417.5,99.8,0.0
2022-01-16,westus,storage,7844.0,9309.0,3922.0,99.95,0.0
2022-01-17,centralindia,compute,23004.0,29697.0,34506.0,99.72,0.0
2022-01-17,centralindia,storage,13328.0,16968.0,6664.0,99.86,0.0
2022-01-17,eastus,compute,18268.0,21615.0,27402.0,99.77,0.0
2022-01-17,eastus,compute,12645.0,15200.0,18967.5,99.71,0.0
2022-01-17,northeurope,compute,19650.0,23780.0,29475.0,99.96,0.0
2022-01-17,northeurope,storage,13699.0,17402.0,6849.5,99.56,0.0
2022-01-17,northeurope,storage,9513.0,11267.0,4756.5,99.82,0.0
2022-01-17,northeurope,storage,27420.0,32265.0,13710.0,99.73,0.0
2022-01-17,westus,storage,6903.0,8495.0,3451.5,99.64,0.0
2022-01-17,westus,compute,18827.0,23267.0,28240.5,99.79,0.0
2022-01-18,centralindia,storage,22396.0,26776.0,11198.0,99.56,0.0
2022-01-18,northeurope,storage,4737.0,5569.0,2368.5,99.79,0.0
2022-01-18,northeurope,compute,13324.0,17016.0,19986.0,99.58,0.0
2022-01-18,northeurope,compute,15411.0,19559.0,23116.5,99.62,0.0
2022-01-18,southeastasia,compute,28677.0,34894.0,43015.5,99.63,0.0
2022-01-19,centralindia,compute,27857.0,33705.0,41785.5,99.61,0.0
2022-01-19,centralindia,compute,21464.0,25293.0,32196.0,99.98,0.0
2022-01-19,eastus,storage,20027.0,24494.0,10013.5,99.61,0.0
2022-01-19,eastus,compute,12413.0,15388.0,18619.5,99.5,0.0
2022-01-19,eastus,storage,27170.0,31297.0,13585.0,99.73,0.0
2022-01-19,eastus,compute,27585.0,33899.0,41377.5,99.89,0.0
2022-01-19,eastus,storage,21371.0,24648.0,10685.5,99.7,0.0
2022-01-19,eastus,storage,23689.0,27705.0,11844.5,99.83,0.0
2022-01-19,northeurope,compute,9030.0,10591.0,13545.0,99.92,0.0
2022-01-19,northeurope,compute,22445.0,27072.0,33667.5,99.52,0.0
2022-01-19,northeurope,storage,24348.0,28715.0,12174.0,99.59,0.0
2022-01-19,northeurope,storage,15170.0,19391.0,7585.0,99.93,0.0
2022-01-19,northeurope,compute,29225.0,34933.0,43837.5,99.65,0.0
2022-01-19,southeastasia,compute,27665.0,33509.0,41497.5,99.67,0.0
2022-01-19,southeastasia,compute,10829.0,12708.0,16243.5,99.93,0.0
2022-01-19,westus,compute,26762.0,31003.0,40143.0,99.62,0.0
2022-01-19,westus,storage,17273.0,22202.0,8636.5,99.53,0.0
2022-01-20,centralindia,storage,20970.0,26066.0,10485.0,99.94,0.0
2022-01-20,eastus,compute,26613.0,32956.0,39919.5,99.9,0.0
2022-01-20,northeurope,storage,21527.0,26596.0,10763.5,99.96,0.0
2022-01-20,northeurope,storage,4132.0,4859.0,2066.0,99.5,0.0
2022-01-20,southeastasia,storage,12001.0,15599.0,6000.5,99.75,0.0
2022-01-20,southeastasia,compute,14890.0,17773.0,22335.0,99.7,0.0
2022-01-21,centralindia,compute,28921.0,36749.0,43381.5,99.52,0.0
2022-01-21,eastus,compute,8595.0,11116.0,12892.5,99.51,0.0
2022-01-21,eastus,storage,11825.0,14088.0,5912.5,99.58,0.0
2022-01-21,northeurope,compute,13671.0,16428.0,20506.5,99.86,0.0
2022-01-21,northeurope,compute,18108.0,22866.0,27162.0,99.8,0.0
2022-01-21,southeastasia,compute,23602.0,30293.0,35403.0,99.88,0.0
2022-01-21,southeastasia,compute,16083.0,20023.0,24124.5,99.54,0.0
2022-01-21,southeastasia,compute,25195.0,31625.0,37792.5,99.54,0.0
2022-01-21,southeastasia,storage,4872.0,6105.0,2436.0,99.91,0.0
2022-01-21,westus,compute,5104.0,5913.0,7656.0,99.69,0.0
2022-01-21,westus,compute,7785.0,10103.0,11677.5,99.99,0.0
2022-01-21,westus,compute,17115.0,19926.0,25672.5,99.65,0.0
2022-01-21,westus,compute,26028.0,31380.0,39042.0,99.91,0.0
2022-01-22,centralindia,compute,22381.0,28080.0,33571.5,99.55,0.0
2022-01-22,centralindia,compute,8048.0,9420.0,12072.0,99.7,0.0
2022-01-22,centralindia,storage,7508.0,9133.0,3754.0,99.77,0.0
2022-01-22,eastus,storage,12572.0,14869.0,6286.0,99.9,0.0
2022-01-22,northeurope,storage,13475.0,16808.0,6737.5,99.97,0.0
2022-01-22,northeurope,compute,23962.0,28565.0,35943.0,99.78,0.0
2022-01-22,northeurope,storage,17269.0,22042.0,8634.5,99.64,0.0
2022-01-22,southeastasia,storage,10645.0,12751.0,5322.5,99.59,0.0
2022-01-22,southeastasia,storage,26557.0,31756.0,13278.5,99.96,0.0
2022-01-23,centralindia,compute,15484.0,20012.0,23226.0,99.56,0.0
2022-01-23,centralindia,storage,18201.0,23062.0,9100.5,99.75,0.0
2022-01-23,centralindia,compute,28872.0,37297.0,43308.0,99.56,0.0
2022-01-23,eastus,storage,14138.0,17421.0,7069.0,99.89,0.0
2022-01-23,northeurope,storage,23123.0,29625.0,11561.5,99.71,0.0
2022-01-23,northeurope,storage,18678.0,22858.0,9339.0,99.71,0.0
2022-01-23,southeastasia,storage,14304.0,16634.0,7152.0,99.66,0.0
2022-01-23,southeastasia,storage,22116.0,26617.0,11058.0,99.81,0.0
2022-01-23,westus,compute,26571.0,31226.0,39856.5,99.65,0.0
2022-01-24,centralindia,compute,18018.0,22327.0,27027.0,99.77,0.0
2022-01-24,centralindia,compute,17876.0,22623.0,26814.0,99.7,0.0
2022-01-24,centralindia,compute,29151.0,37663.0,43726.5,99.77,0.0
2022-01-24,southeastasia,storage,22328.0,28095.0,11164.0,99.75,0.0
2022-01-24,southeastasia,storage,10572.0,12967.0,5286.0,99.99,0.0
2022-01-25,centralindia,storage,24586.0,28873.0,12293.0,99.82,0.0
2022-01-25,centralindia,storage,21281.0,26987.0,10640.5,99.58,0.0
2022-01-25,centralindia,compute,12273.0,14872.0,18409.5,99.86,0.0
2022-01-25,eastus,storage,21144.0,26753.0,10572.0,99.67,0.0
2022-01-25,eastus,storage,21290.0,24516.0,10645.0,99.67,0.0
2022-01-25,eastus,compute,18630.0,23735.0,27945.0,99.5,0.0
2022-01-25,northeurope,storage,4533.0,5617.0,2266.5,99.53,0.0
2022-01-25,northeurope,compute,25937.0,30343.0,38905.5,99.83,0.0
2022-01-25,northeurope,storage,18576.0,23417.0,9288.0,99.94,0.0
2022-01-25,southeastasia,storage,11759.0,14391.0,5879.5,99.72,0.0
2022-01-25,southeastasia,compute,8687.0,10204.0,13030.5,99.74,0.0
2022-01-25,southeastasia,storage,26056.0,33093.0,13028.0,99.7,0.0
2022-01-25,westus,storage,19213.0,24471.0,9606.5,99.73,0.0
2022-01-26,centralindia,compute,5878.0,6929.0,8817.0,99.94,0.0
2022-01-26,centralindia,compute,15960.0,18359.0,23940.0,99.66,0.0
2022-01-26,centralindia,compute,13810.0,17800.0,20715.0,99.8,0.0
2022-01-26,eastus,compute,21395.0,26402.0,32092.5,99.86,0.0
2022-01-26,northeurope,storage,17640.0,22339.0,8820.0,99.81,0.0
2022-01-26,northeurope,compute,24562.0,30740.0,36843.0,99.77,0.0
2022-01-26,southeastasia,storage,6939.0,8242.0,3469.5,99.78,0.0
2022-01-26,southeastasia,storage,9928.0,12638.0,4964.0,99.63,0.0
2022-01-26,southeastasia,compute,7361.0,9205.0,11041.5,99.71,0.0
2022-01-26,southeastasia,storage,26208.0,33898.0,13104.0,99.56,0.0
2022-01-26,southeastasia,storage,18739.0,22621.0,9369.5,99.79,0.0
2022-01-26,southeastasia,compute,8439.0,10002.0,12658.5,99.85,0.0
2022-01-27,centralindia,compute,7882.0,9394.0,11823.0,99.77,0.0
2022-01-27,centralindia,storage,10613.0,13746.0,5306.5,99.78,0.0
2022-01-27,eastus,storage,13990.0,17511.0,6995.0,99.61,0.0
2022-01-27,eastus,storage,21680.0,27362.0,10840.0,99.61,0.0
2022-01-27,northeurope,storage,12785.0,15719.0,6392.5,99.98,0.0
2022-01-27,northeurope,compute,28246.0,33148.0,42369.0,99.94,0.0
2022-01-27,northeurope,compute,19091.0,23861.0,28636.5,99.85,0.0
2022-01-27,westus,compute,5952.0,7039.0,8928.0,99.94,0.0
2022-01-27,westus,storage,27054.0,31323.0,13527.0,99.66,0.0
2022-01-28,eastus,storage,16812.0,19357.0,8406.0,99.69,0.0
2022-01-28,eastus,compute,19962.0,24595.0,29943.0,99.69,0.0
2022-01-28,southeastasia,storage,24288.0,28962.0,12144.0,99.89,0.0
2022-01-28,southeastasia,compute,5310.0,6264.0,7965.0,99.86,0.0
2022-01-28,westus,compute,11805.0,13648.0,17707.5,99.69,0.0
2022-01-28,westus,compute,27331.0,31981.0,40996.5,99.55,0.0
2022-01-28,westus,compute,17607.0,22015.0,26410.5,99.92,0.0
2022-01-29,centralindia,compute,24728.0,30804.0,37092.0,99.75,0.0
2022-01-29,centralindia,compute,12595.0,15144.0,18892.5,99.7,0.0
2022-01-29,eastus,storage,8138.0,10189.0,4069.0,99.69,0.0
2022-01-29,eastus,storage,17240.0,20920.0,8620.0,99.81,0.0
2022-01-29,northeurope,storage,12017.0,15103.0,6008.5,99.88,0.0
2022-01-29,northeurope,storage,21824.0,28114.0,10912.0,99.8,0.0
2022-01-29,southeastasia,storage,5854.0,7347.0,2927.0,99.75,0.0
2022-01-29,southeastasia,storage,10278.0,12256.0,5139.0,99.52,0.0
2022-01-29,southeastasia,compute,9841.0,12450.0,14761.5,99.66,0.0
2022-01-29,southeastasia,compute,10615.0,12232.0,15922.5,99.95,0.0
2022-01-29,southeastasia,compute,15882.0,19211.0,23823.0,99.55,0.0
2022-01-29,westus,storage,6076.0,7393.0,3038.0,99.95,0.0
2022-01-29,westus,compute,16798.0,21541.0,25197.0,99.79,0.0
2022-01-29,westus,storage,14401.0,17113.0,7200.5,99.79,0.0
2022-01-30,centralindia,compute,11472.0,13460.0,17208.0,99.93,0.0
2022-01-30,southeastasia,storage,12352.0,15375.0,6176.0,99.6,0.0
2022-01-30,southeastasia,storage,26278.0,30332.0,13139.0,99.65,0.0
2022-01-30,westus,storage,17954.0,21805.0,8977.0,99.52,0.0
2022-01-31,eastus,compute,16895.0,19856.0,25342.5,99.71,0.0
2022-01-31,northeurope,storage,5547.0,7066.0,2773.5,99.52,0.0
2022-01-31,northeurope,storage,19548.0,22625.0,9774.0,99.53,0.0
2022-01-31,northeurope,compute,9819.0,12073.0,14728.5,99.7,0.0
2022-01-31,northeurope,compute,27173.0,33652.0,40759.5,99.9,0.0
2022-01-31,southeastasia,storage,12626.0,14727.0,6313.0,99.61,0.0
2022-01-31,westus,compute,28247.0,35865.0,42370.5,99.72,0.0
2022-02-01,centralindia,storage,12183.0,15079.0,6091.5,99.89,0.0
2022-02-01,eastus,storage,18190.0,21018.0,9095.0,99.68,0.0
2022-02-01,eastus,storage,6756.0,8131.0,3378.0,99.66,0.0
2022-02-01,northeurope,compute,22172.0,28816.0,33258.0,99.52,0.0
2022-02-01,southeastasia,storage,15624.0,18853.0,7812.0,99.6,0.0
2022-02-01,westus,storage,16023.0,18469.0,8011.5,99.96,0.0
2022-02-01,westus,storage,13220.0,15792.0,6610.0,99.65,0.0
2022-02-01,westus,storage,8443.0,10018.0,4221.5,99.96,0.0
2022-02-02,eastus,storage,21340.0,25138.0,10670.0,99.63,0.0
2022-02-02,northeurope,compute,26520.0,33219.0,39780.0,99.91,0.0
2022-02-02,northeurope,storage,26143.0,32061.0,13071.5,99.74,0.0
2022-02-02,northeurope,storage,20988.0,25145.0,10494.0,99.56,0.0
2022-02-03,centralindia,storage,12921.0,16631.0,6460.5,99.51,0.0
2022-02-03,eastus,storage,10679.0,12669.0,5339.5,99.51,0.0
2022-02-03,northeurope,storage,22343.0,27758.0,11171.5,99.77,0.0
2022-02-03,southeastasia,storage,23354.0,29607.0,11677.0,99.65,0.0
2022-02-03,westus,compute,10282.0,12184.0,15423.0,99.79,0.0
2022-02-04,centralindia,storage,27794.0,31980.0,13897.0,99.64,0.0
2022-02-04,centralindia,compute,17815.0,21300.0,26722.5,99.86,0.0
2022-02-04,eastus,storage,12497.0,15565.0,6248.5,99.86,0.0
2022-02-04,northeurope,compute,19665.0,23465.0,29497.5,99.58,0.0
2022-02-04,northeurope,compute,24736.0,30278.0,37104.0,99.6,0.0
2022-02-04,westus,storage,20944.0,24528.0,10472.0,99.79,0.0
2022-02-04,westus,compute,21585.0,26763.0,32377.5,99.76,0.0
2022-02-05,centralindia,compute,19910.0,24847.0,29865.0,99.63,0.0
2022-02-05,centralindia,compute,6433.0,7485.0,9649.5,99.62,0.0
2022-02-05,eastus,compute,18648.0,23641.0,27972.0,99.92,0.0
2022-02-05,eastus,storage,15580.0,19136.0,7790.0,99.62,0.0
2022-02-05,northeurope,compute,16946.0,20626.0,25419.0,99.67,0.0
2022-02-05,southeastasia,compute,28442.0,33012.0,42663.0,99.9,0.0
2022-02-05,westus,storage,17233.0,22382.0,8616.5,99.67,0.0
2022-02-05,westus,storage,20250.0,24057.0,10125.0,99.53,0.0
2022-02-06,centralindia,storage,16253.0,19176.0,8126.5,99.99,0.0
2022-02-06,eastus,compute,24875.0,29047.0,37312.5,99.63,0.0
2022-02-06,eastus,storage,16016.0,20671.0,8008.0,99.97,0.0
2022-02-06,northeurope,compute,19582.0,24539.0,29373.0,99.78,0.0
2022-02-06,northeurope,storage,24931.0,30454.0,12465.5,99.98,0.0
2022-02-06,westus,storage,21375.0,25153.0,10687.5,99.64,0.0
2022-02-07,eastus,storage,13726.0,17591.0,6863.0,99.71,0.0
2022-02-07,southeastasia,storage,13674.0,17460.0,6837.0,99.64,0.0
2022-02-07,southeastasia,storage,22475.0,27295.0,11237.5,99.87,0.0
2022-02-07,southeastasia,compute,22548.0,27517.0,33822.0,99.51,0.0
2022-02-07,westus,compute,20588.0,26438.0,30882.0,99.71,0.0
2022-02-07,westus,compute,17752.0,20729.0,26628.0,99.86,0.0
2022-02-08,centralindia,storage,27212.0,32628.0,13606.0,99.63,0.0
2022-02-08,centralindia,compute,8109.0,10237.0,12163.5,99.61,0.0
2022-02-08,eastus,storage,20792.0,25031.0,10396.0,99.81,0.0
2022-02-08,eastus,storage,4933.0,5846.0,2466.5,99.71,0.0
2022-02-08,northeurope,compute,19970.0,24161.0,29955.0,99.85,0.0
2022-02-08,southeastasia,compute,12098.0,14200.0,18147.0,99.73,0.0
2022-02-08,southeastasia,storage,11636.0,14890.0,5818.0,99.71,0.0
2022-02-08,westus,storage,19353.0,23907.0,9676.5,99.53,0.0
2022-02-08,westus,storage,25383.0,30182.0,12691.5,99.57,0.0
2022-02-08,westus,compute,14016.0,17279.0,21024.0,99.62,0.0
2022-02-09,centralindia,storage,23969.0,30720.0,11984.5,99.97,0.0
2022-02-09,centralindia,compute,23481.0,27621.0,35221.5,99.89,0.0
2022-02-09,centralindia,storage,18239.0,22596.0,9119.5,99.88,0.0
2022-02-09,centralindia,compute,7162.0,9224.0,10743.0,99.71,0.0
2022-02-09,eastus,storage,10746.0,13525.0,5373.0,99.9,0.0
2022-02-09,eastus,compute,17148.0,19959.0,25722.0,99.9,0.0
2022-02-09,northeurope,compute,28392.0,32729.0,42588.0,99.8,0.0
2022-02-09,southeastasia,compute,27169.0,31824.0,40753.5,99.69,0.0
2022-02-09,westus,compute,8330.0,10260.0,12495.0,99.58,0.0
2022-02-10,centralindia,storage,20505.0,24320.0,10252.5,99.7,0.0
2022-02-10,centralindia,storage,26023.0,31575.0,13011.5,99.92,0.0
2022-02-10,eastus,storage,14080.0,17581.0,7040.0,99.61,0.0
2022-02-10,northeurope,storage,12339.0,14647.0,6169.5,99.71,0.0
2022-02-10,northeurope,storage,5996.0,7757.0,2998.0,99.65,0.0
2022-02-10,southeastasia,compute,20785.0,26313.0,31177.5,99.69,0.0
2022-02-10,southeastasia,storage,14985.0,17788.0,7492.5,99.56,0.0
2022-02-10,southeastasia,storage,22728.0,28360.0,11364.0,99.5,0.0
2022-02-10,southeastasia,compute,11673.0,13905.0,17509.5,99.6,0.0
2022-02-10,westus,storage,20197.0,24470.0,10098.5,99.92,0.0
2022-02-10,westus,compute,19958.0,25179.0,29937.0,99.8,0.0
2022-02-11,eastus,compute,12322.0,15088.0,18483.0,99.9,0.0
2022-02-11,eastus,storage,11399.0,13247.0,5699.5,99.91,0.0
2022-02-11,eastus,compute,8338.0,10355.0,12507.0,99.9,0.0
2022-02-11,northeurope,compute,19413.0,23549.0,29119.5,99.91,0.0
2022-02-11,northeurope,storage,18830.0,23990.0,9415.0,99.59,0.0
2022-02-11,northeurope,compute,22560.0,26523.0,33840.0,99.83,0.0
2022-02-11,southeastasia,storage,13439.0,16004.0,6719.5,99.76,0.0
2022-02-11,westus,compute,29526.0,34980.0,44289.0,99.75,0.0
2022-02-11,westus,compute,20018.0,24870.0,30027.0,99.62,0.0
2022-02-12,centralindia,compute,10986.0,13669.0,16479.0,99.53,0.0
2022-02-12,eastus,storage,22980.0,27069.0,11490.0,99.78,0.0
2022-02-12,eastus,compute,12609.0,15924.0,18913.5,99.53,0.0
2022-02-12,eastus,storage,21988.0,27472.0,10994.0,99.97,0.0
2022-02-12,northeurope,storage,9291.0,11006.0,4645.5,99.72,0.0
2022-02-12,northeurope,storage,5488.0,6319.0,2744.0,99.55,0.0
2022-02-12,southeastasia,storage,15138.0,17924.0,7569.0,99.94,0.0
2022-02-12,westus,storage,10162.0,12405.0,5081.0,99.75,0.0
2022-02-12,westus,compute,15567.0,19218.0,23350.5,99.76,0.0
